380,0.7485,0.024547,0.01827,0.0306,0.061199,0.51624,0.017795,0.01827,0.025504,0.051008,0.38861,0.015648,0.01827,0.024055,0.04811,0.13779,0.0078105,0.01827,0.019869,0.039739,0.048998,0.0025934,0.01827,0.018453,0.036906,0.0021035,0.00023285,0.01827,0.018271,0.036543
390,0.74054,0.0034245,0.0020413,0.0039867,0.0079734,0.54107,0.0024717,0.0020413,0.0032056,0.0064113,0.38958,0.0018715,0.0020413,0.0027694,0.0055388,0.1441,0.0006187,0.0020413,0.002133,0.004266,0.050383,0.00028558,0.0020413,0.0020612,0.0041224,0.001967,3.0049e-05,0.0020413,0.0020415,0.0040831
400,0.75344,0.00346,0.0036071,0.0049983,0.0099966,0.55055,0.0030459,0.0036071,0.0047211,0.0094421,0.40025,0.0022326,0.0036071,0.0042421,0.0084842,0.15159,0.00064746,0.0036071,0.0036647,0.0073294,0.054061,0.00023473,0.0036071,0.0036147,0.0072294,0.0020865,4.1096e-05,0.0036071,0.0036073,0.0072146
410,0.75915,0.0050907,0.0033551,0.0060968,0.012194,0.56973,0.0038171,0.0033551,0.005082,0.010164,0.4162,0.001555,0.0033551,0.0036979,0.0073958,0.16303,0.0010279,0.0033551,0.003509,0.007018,0.060689,0.00032027,0.0033551,0.0033703,0.0067407,0.0025321,2.1874e-05,0.0033551,0.0033552,0.0067103
420,0.76214,0.005877,0.0026806,0.0064595,0.012919,0.56932,0.0036909,0.0026806,0.0045617,0.0091233,0.42971,0.0028132,0.0026806,0.0038859,0.0077717,0.17336,0.0012488,0.0026806,0.0029573,0.0059145,0.067135,0.00037404,0.0026806,0.0027066,0.0054132,0.003043,4.2018e-05,0.0026806,0.002681,0.0053619
430,0.77353,0.0054277,0.0044067,0.0069913,0.013983,0.588,0.0042102,0.0044067,0.0060946,0.012189,0.44137,0.0022288,0.0044067,0.0049383,0.0098766,0.18419,0.0012031,0.0044067,0.004568,0.009136,0.072363,0.00045827,0.0044067,0.0044305,0.0088609,0.0037168,4.5994e-05,0.0044067,0.0044069,0.0088139
440,0.7666,0.0067449,0.0034597,0.0075804,0.015161,0.60295,0.0036368,0.0034597,0.0050196,0.010039,0.45821,0.0034991,0.0034597,0.0049207,0.0098414,0.19736,0.0016268,0.0034597,0.0038231,0.0076463,0.077944,0.00030167,0.0034597,0.0034729,0.0069458,0.0044556,3.1063e-05,0.0034597,0.0034599,0.0069198
450,0.77111,0.0055855,0.0052626,0.0076742,0.015348,0.59889,0.0032015,0.0052626,0.0061599,0.01232,0.46601,0.003344,0.0052626,0.0062352,0.01247,0.20145,0.0012217,0.0052626,0.0054025,0.010805,0.08315,0.00055048,0.0052626,0.0052913,0.010583,0.0051227,2.9304e-05,0.0052626,0.0052627,0.010525
460,0.78316,0.0048462,0.0039554,0.0062554,0.012511,0.60725,0.0036918,0.0039554,0.0054106,0.010821,0.47166,0.0035412,0.0039554,0.005309,0.010618,0.2073,0.0012338,0.0039554,0.0041434,0.0082868,0.088282,0.00050813,0.0039554,0.0039879,0.0079759,0.0056411,5.6436e-05,0.0039554,0.0039558,0.0079117
470,0.78146,0.0041126,0.0034117,0.0053435,0.010687,0.61724,0.0042326,0.0034117,0.0054365,0.010873,0.48156,0.0047551,0.0034117,0.0058524,0.011705,0.21333,0.0014197,0.0034117,0.0036953,0.0073906,0.090756,0.00055956,0.0034117,0.0034573,0.0069146,0.0063583,5.6488e-05,0.0034117,0.0034122,0.0068244
