0.05669,0.063453,0.052958,0.046769,0.043281,0.040374
0.013613,0.012901,0.013994,0.011094,0.0099202,0.0097559
0.0048477,0.0039733,0.0039596,0.0036153,0.003485,0.0035197
0.0025976,0.0024449,0.0028172,0.0020447,0.0020122,0.0021012
0.0017734,0.0023397,0.0016772,0.0017509,0.0015283,0.0015888
0.0016313,0.001501,0.0014339,0.0012791,0.0011799,0.0012769
0.0014568,0.001513,0.0013916,0.0012901,0.0011744,0.0011775
0.00093286,0.0010572,0.0011166,0.00089023,0.00082931,0.00079975
0.0012903,0.0012071,0.0012955,0.0010704,0.00095185,0.00095856
0.0013592,0.0014802,0.0013076,0.0011576,0.0011326,0.0011212
0.0012441,0.0012353,0.0011928,0.0010292,0.00098398,0.00098506
0.0014657,0.0013244,0.0014401,0.0012685,0.0011871,0.0011836
0.0011234,0.0011084,0.0010712,0.00098062,0.00089178,0.00089105
0.0010992,0.00096463,0.00096686,0.0008026,0.00075729,0.00075357
0.0011086,0.0010417,0.0010143,0.00087999,0.00079205,0.00078701
0.0011313,0.0011927,0.0010833,0.0010008,0.00096606,0.00096138
0.0010116,0.0011838,0.0010691,0.00080622,0.00080452,0.00076504
0.00093896,0.0010163,0.0009914,0.00079804,0.00079231,0.00075676
0.0012345,0.0010208,0.001069,0.00095955,0.00091456,0.00091768
0.0011533,0.00084602,0.0010014,0.00070948,0.00064869,0.00063417
0.00094664,0.00082185,0.00085499,0.00068271,0.00065097,0.00065846
0.0012127,0.0010059,0.0011268,0.00092454,0.00090952,0.00091521
0.0012773,0.0010865,0.0012035,0.00093473,0.00091475,0.00092358
0.0012543,0.0012602,0.0012557,0.001021,0.0010124,0.00098858
0.0014139,0.0013502,0.0013649,0.0010823,0.00097369,0.00095498
0.0018152,0.0015195,0.0017965,0.001505,0.0013511,0.0013421
0.0017944,0.0014799,0.0014106,0.0012432,0.0011941,0.0012205
0.0020693,0.0020099,0.0017269,0.0017856,0.0015611,0.0015948
0.0019528,0.0019783,0.001712,0.0017613,0.0016217,0.0016262
0.0026039,0.0020213,0.0020802,0.0017984,0.0018054,0.0017979
0.0023283,0.0020915,0.0022647,0.0019471,0.0018739,0.0019848
0.0024189,0.0024723,0.0021106,0.0016486,0.0015347,0.0014724
0.0030452,0.0026416,0.0031663,0.0024804,0.0024183,0.0024228
0.0022296,0.0022006,0.0025414,0.0017987,0.0011448,0.0012398
0.0034481,0.0038985,0.003675,0.0034122,0.0029389,0.0029708
0.0045024,0.0037979,0.0036059,0.0027827,0.0028969,0.0028727
0.0075951,0.0056099,0.0053732,0.0057808,0.0047192,0.004631
0.0080773,0.0074885,0.0079291,0.0065923,0.0060584,0.0059736
0.0098447,0.012206,0.011591,0.0098442,0.0087347,0.0082748
0.012371,0.016155,0.015239,0.010655,0.0093001,0.0089978
0.036308,0.038004,0.029144,0.030121,0.026414,0.02689
