0.79188,0.61807,0.49426,0.23227,0.10319,0.0095654
0.75887,0.57016,0.43169,0.17923,0.070878,0.0049834
0.75582,0.56396,0.41534,0.16249,0.060594,0.0031295
0.75797,0.56951,0.42011,0.17046,0.063694,0.0031752
0.75978,0.57719,0.43194,0.17592,0.068023,0.0034277
0.76362,0.58829,0.44458,0.18874,0.07385,0.0041604
0.76783,0.59515,0.45572,0.19482,0.078251,0.0048577
0.77497,0.59981,0.4634,0.20207,0.084862,0.0053737
0.78335,0.60505,0.46903,0.20733,0.088125,0.0059443
0.78426,0.61534,0.47761,0.21712,0.08994,0.0066404
0.77905,0.62067,0.47826,0.22179,0.092663,0.0068918
0.78694,0.61558,0.49001,0.2266,0.096779,0.0075269
0.78777,0.61601,0.48557,0.22565,0.09872,0.0078077
0.78057,0.63005,0.49233,0.22737,0.098355,0.0081849
0.78159,0.62742,0.494,0.23296,0.098739,0.0084196
0.79869,0.61804,0.49143,0.2316,0.10066,0.0086415
0.78548,0.61669,0.49921,0.22891,0.10105,0.0089799
0.79432,0.6287,0.50139,0.2381,0.10407,0.0093249
0.79783,0.61802,0.50031,0.23306,0.10189,0.0092917
0.79265,0.62497,0.49557,0.23901,0.10351,0.0093596
0.79252,0.62996,0.49931,0.23608,0.10369,0.0095218
0.79716,0.6273,0.50292,0.24449,0.10954,0.010328
0.79183,0.62695,0.51353,0.249,0.11325,0.010986
0.80085,0.63243,0.50242,0.24486,0.11321,0.011159
0.7854,0.62273,0.50886,0.24345,0.10898,0.01042
0.78754,0.61294,0.49975,0.23584,0.10468,0.0099385
0.79186,0.61883,0.49314,0.23404,0.103,0.0093186
0.79023,0.61485,0.49799,0.23458,0.10194,0.009096
0.79636,0.61844,0.50005,0.23492,0.10341,0.0094525
0.7932,0.61445,0.49308,0.23536,0.10224,0.0095278
0.79228,0.62846,0.4909,0.23606,0.1025,0.0096803
0.78962,0.62133,0.49622,0.23519,0.10239,0.0097732
0.79583,0.63025,0.50717,0.2404,0.10528,0.010161
0.80684,0.63553,0.52145,0.25339,0.11546,0.011688
0.82094,0.65678,0.54573,0.27488,0.13079,0.014581
0.8239,0.68355,0.56709,0.30474,0.15154,0.019853
0.83771,0.70347,0.59029,0.33094,0.17536,0.026102
0.8483,0.71617,0.60248,0.34876,0.19285,0.032074
0.84653,0.71841,0.61107,0.36175,0.20626,0.037137
0.84727,0.72886,0.61354,0.37225,0.21428,0.040348
0.79607,0.62294,0.50225,0.238,0.10648,0.010055
