380,0.88462,0.044472,0.04264,0.061611,0.12322,0.52835,0.0618,0.04264,0.075082,0.15016,0.31901,0.043842,0.04264,0.061158,0.12232,0.20309,0.020426,0.04264,0.047279,0.094559,0.044919,0.016764,0.04264,0.045816,0.091633,0.01575,0.014815,0.04264,0.04514,0.09028
381,0.82346,0.04152,0.049119,0.064316,0.12863,0.59681,0.045342,0.049119,0.066848,0.1337,0.29692,0.036657,0.049119,0.06129,0.12258,0.19285,0.029997,0.049119,0.057555,0.11511,0.052976,0.015252,0.049119,0.051432,0.10286,-0.0014886,0.014417,0.049119,0.051191,0.10238
382,0.8246,0.044682,0.046007,0.064134,0.12827,0.49268,0.029528,0.046007,0.054668,0.10934,0.34367,0.043706,0.046007,0.063458,0.12692,0.15971,0.031707,0.046007,0.055875,0.11175,0.064121,0.015948,0.046007,0.048693,0.097386,-0.0038429,0.02236,0.046007,0.051153,0.10231
383,0.79194,0.038934,0.031909,0.050339,0.10068,0.57598,0.025411,0.031909,0.040791,0.081582,0.39873,0.04379,0.031909,0.054182,0.10836,0.16296,0.017744,0.031909,0.036511,0.073022,0.038805,0.010315,0.031909,0.033535,0.06707,-0.015495,0.01642,0.031909,0.035886,0.071772
384,0.72456,0.042729,0.032278,0.05355,0.1071,0.54602,0.032045,0.032278,0.045483,0.090967,0.42196,0.034313,0.032278,0.047108,0.094217,0.18309,0.014786,0.032278,0.035503,0.071006,0.040868,0.0092758,0.032278,0.033584,0.067168,-0.026867,0.01445,0.032278,0.035365,0.070729
385,0.72366,0.029257,0.032932,0.044051,0.088102,0.4844,0.022834,0.032932,0.040074,0.080148,0.44923,0.030709,0.032932,0.045029,0.090058,0.16577,0.015091,0.032932,0.036226,0.072451,0.05382,0.010463,0.032932,0.034555,0.069109,-0.017978,0.0066695,0.032932,0.033601,0.067202
386,0.72566,0.031492,0.029316,0.043026,0.086051,0.51326,0.016066,0.029316,0.03343,0.06686,0.40133,0.028516,0.029316,0.040897,0.081794,0.14091,0.014253,0.029316,0.032597,0.065195,0.045726,0.0092807,0.029316,0.03075,0.0615,0.0010357,0.0079395,0.029316,0.030372,0.060744
387,0.70654,0.022364,0.019941,0.029963,0.059926,0.51313,0.01866,0.019941,0.02731,0.05462,0.3958,0.019831,0.019941,0.028123,0.056247,0.13926,0.010904,0.019941,0.022728,0.045456,0.054518,0.0065444,0.019941,0.020988,0.041976,-0.0055724,0.0069903,0.019941,0.021131,0.042262
388,0.71612,0.01664,0.014775,0.022253,0.044506,0.53262,0.012611,0.014775,0.019425,0.03885,0.3746,0.0083281,0.014775,0.01696,0.033921,0.14929,0.0069822,0.014775,0.016342,0.032683,0.046814,0.002954,0.014775,0.015067,0.030135,0.0021635,0.0042213,0.014775,0.015366,0.030732
389,0.71611,0.014656,0.0088544,0.017123,0.034247,0.53288,0.00776,0.0088544,0.011774,0.023547,0.38219,0.012895,0.0088544,0.015643,0.031285,0.15029,0.0053406,0.0088544,0.01034,0.020681,0.048944,0.0021324,0.0088544,0.0091076,0.018215,0.0056559,0.0032159,0.0088544,0.0094203,0.018841
