0.85893,0.023818,0.0096533
0.99607,-7.7375e-05,0.00032776
1.0105,-0.00067393,0.00019823
1.0116,0.00098761,0.00010444
1.0105,-0.001056,0.00028341
1.0207,-0.0019881,0.00017795
1.0076,0.0032541,0.00040775
1.0048,0.0018173,0.0003426
1.0125,0.00026922,0.00018327
1.0094,0.00082997,0.00032423
1.0075,-1.9385e-05,0.00027136
1.0099,0.0011165,0.00023518
1.0007,0.0024163,0.00018926
1.014,-0.00073718,0.00019877
1.0065,0.00019519,0.00017916
1.0096,0.0013262,0.00021852
1.0253,-0.0037935,0.00053387
0.99967,0.0017208,0.00038799
1.0082,6.7684e-05,6.7761e-05
1.0066,0.00046563,0.00014425
0.99896,0.0016086,0.00021771
0.99488,0.0020653,0.00012165
1.0134,-2.3084e-05,0.00016905
1.0051,-0.00024868,0.00027914
1.0038,0.0022809,0.00027841
1.0121,0.00068608,0.00022599
1.0086,0.00080804,0.00018354
0.99931,0.0032934,0.00035755
1.0065,0.00072618,0.00016326
1.0078,8.8506e-05,0.00013686
0.99779,0.0021271,0.00021911
1.0006,0.00072389,0.00031556
0.99453,0.0025031,0.00011938
1.001,0.0020862,0.00013741
0.98402,0.0052497,0.00019165
1.0004,0.0044706,0.00041408
0.99373,0.0050335,0.00029637
0.98907,0.0047812,0.0004246
0.97492,0.016409,0.00087673
1.0141,0.010144,0.00015518
1.1442,-0.098392,0.058243
