0.037988,0.037963,0.037967,0.037958,0.037956,0.037955
0.0090014,0.0089357,0.0089427,0.0088989,0.0088958,0.0088935
0.0044087,0.0036597,0.0038635,0.0034617,0.0034022,0.0033955
0.0047378,0.0023867,0.0029913,0.0021006,0.001965,0.0019481
0.0056068,0.0027739,0.0027771,0.0016968,0.0014896,0.0014599
0.0047189,0.0047593,0.0032882,0.0016904,0.001271,0.0011536
0.0043262,0.0043671,0.0029198,0.0017237,0.0012522,0.0011457
0.0060842,0.0042079,0.0025494,0.0016586,0.00098882,0.00078695
0.0051292,0.004294,0.0021865,0.0014453,0.0011117,0.0009432
0.0038854,0.0039112,0.0032257,0.0013293,0.001189,0.0010908
0.005812,0.0035764,0.0029394,0.0015263,0.0010878,0.00094784
0.004197,0.0038819,0.0040135,0.00159,0.0013642,0.0011606
0.0048783,0.004131,0.0018285,0.0020925,0.0011139,0.00087184
0.0050308,0.0040549,0.0034136,0.0015634,0.0010376,0.000727
0.0047089,0.0035778,0.002611,0.001495,0.0010284,0.00077662
0.0039904,0.0060344,0.0043153,0.0020053,0.0011329,0.00094381
0.0063528,0.003473,0.0020664,0.0018311,0.0011673,0.00075824
0.0039843,0.0036428,0.0036785,0.0015136,0.0010923,0.00075062
0.0054144,0.0043651,0.0031443,0.0020303,0.0011606,0.00090481
0.0066984,0.0044117,0.0036951,0.001522,0.00096788,0.00062836
0.0039655,0.0045714,0.0041452,0.0017427,0.00097862,0.00063619
0.0063556,0.0049255,0.0028184,0.0018753,0.0010847,0.00090144
0.0049877,0.0031154,0.0033382,0.0021716,0.0013301,0.00090006
0.00602,0.0043149,0.0036384,0.0017598,0.0012397,0.00097774
0.0039852,0.0041127,0.003073,0.0019198,0.0012069,0.0009281
0.0045232,0.0039143,0.004217,0.0021189,0.001514,0.0013243
0.0074152,0.0032844,0.003791,0.0020483,0.0012954,0.0011734
0.0046333,0.0053244,0.0023506,0.0021351,0.0016898,0.0015287
0.0070504,0.0042952,0.0046448,0.002166,0.0017234,0.0015807
0.0044075,0.0046491,0.0036371,0.0023437,0.0019023,0.0017622
0.0040899,0.0041743,0.0029619,0.002403,0.0019668,0.0018109
0.0054967,0.0034251,0.0026571,0.0021072,0.001575,0.0013363
0.0061249,0.0045664,0.0036463,0.0029096,0.0023888,0.0023194
0.0056879,0.0041088,0.0030043,0.001742,0.0010584,0.00094491
0.0054988,0.005342,0.0038263,0.0033921,0.0029354,0.0028581
0.0048995,0.005105,0.0038058,0.0028371,0.0026935,0.0024797
0.0061916,0.0051736,0.0053161,0.0045401,0.0042776,0.0042139
0.0077867,0.007041,0.0066195,0.0058573,0.0055718,0.0054941
0.0086837,0.0080462,0.0080673,0.0079134,0.0078414,0.0078146
0.0080147,0.0078396,0.0077511,0.0076773,0.007631,0.0075984
0.022999,0.023005,0.023,0.022993,0.022991,0.02299
