197.938	42.75	
198.749	48.75	
199.559	48.75	
200.369	43.75	
201.179	46.75	
201.988	46.75	
202.798	52.75	
203.608	47.75	
204.417	44.75	
205.227	44.75	
206.036	50.75	
206.846	48.75	
207.655	53.75	
208.464	47.75	
209.273	48.75	
210.082	42.75	
210.891	45.75	
211.7	47.75	
212.508	40.75	
213.317	44.75	
214.125	42.75	
214.934	43.75	
215.742	43.75	
216.55	45.75	
217.359	43.75	
218.167	46.75	
218.975	49.75	
219.782	47.75	
220.59	45.75	
221.398	45.75	
222.206	56.75	
223.013	43.75	
223.82	36.75	
224.628	45.75	
225.435	43.75	
226.242	49.75	
227.049	44.75	
227.856	45.75	
228.663	50.75	
229.47	42.75	
230.277	50.75	
231.083	48.75	
231.89	42.75	
232.696	49.75	
233.502	42.75	
234.309	46.75	
235.115	50.75	
235.921	48.75	
236.727	42.75	
237.533	48.75	
238.339	51.75	
239.144	50.75	
239.95	55.75	
240.756	50.75	
241.561	49.75	
242.366	45.75	
243.172	53.75	
243.977	47.75	
244.782	47.75	
245.587	49.75	
246.392	49.75	
247.197	45.75	
248.001	47.75	
248.806	50.75	
249.611	46.75	
250.415	49.75	
251.219	45.75	
252.024	49.75	
252.828	43.75	
253.632	46.75	
254.436	45.75	
255.24	52.75	
256.044	50.75	
256.848	46.75	
257.651	41.75	
258.455	46.75	
259.258	47.75	
260.062	3421.75	
260.865	52.75	
261.668	49.75	
262.471	44.75	
263.274	49.75	
264.077	42.75	
264.88	45.75	
265.683	42.75	
266.486	44.75	
267.288	48.75	
268.091	45.75	
268.893	48.75	
269.696	50.75	
270.498	46.75	
271.3	45.75	
272.102	46.75	
272.904	45.75	
273.706	43.75	
274.508	45.75	
275.309	50.75	
276.111	47.75	
276.913	44.75	
277.714	38.75	
278.515	43.75	
279.317	50.75	
280.118	48.75	
280.919	46.75	
281.72	48.75	
282.521	47.75	
283.322	46.75	
284.122	48.75	
284.923	53.75	
285.724	44.75	
286.524	48.75	
287.325	58.75	
288.125	44.75	
288.925	46.75	
289.725	47.75	
290.525	49.75	
291.325	49.75	
292.125	49.75	
292.925	54.75	
293.724	42.75	
294.524	44.75	
295.324	41.75	
296.123	46.75	
296.922	49.75	
297.722	69.75	
298.521	49.75	
299.32	54.75	
300.119	46.75	
300.918	43.75	
301.716	60.75	
302.515	41.75	
303.314	52.75	
304.112	49.75	
304.911	48.75	
305.709	48.75	
306.507	49.75	
307.306	47.75	
308.104	47.75	
308.902	48.75	
309.7	50.75	
310.498	49.75	
311.295	44.75	
312.093	54.75	
312.891	55.75	
313.688	50.75	
314.485	47.75	
315.283	56.75	
316.08	50.75	
316.877	49.75	
317.674	47.75	
318.471	40.75	
319.268	47.75	
320.065	50.75	
320.862	47.75	
321.658	43.75	
322.455	47.75	
323.251	42.75	
324.047	44.75	
324.844	53.75	
325.64	45.75	
326.436	51.75	
327.232	45.75	
328.028	46.75	
328.824	42.75	
329.62	53.75	
330.415	57.75	
331.211	46.75	
332.006	47.75	
332.802	47.75	
333.597	48.75	
334.392	51.75	
335.187	50.75	
335.982	45.75	
336.777	51.75	
337.572	50.75	
338.367	52.75	
339.162	52.75	
339.956	46.75	
340.751	52.75	
341.545	53.75	
342.34	47.75	
343.134	49.75	
343.928	48.75	
344.722	54.75	
345.516	47.75	
346.31	42.75	
347.104	48.75	
347.898	45.75	
348.691	44.75	
349.485	44.75	
350.278	52.75	
351.072	52.75	
351.865	462.75	
352.658	48.75	
353.452	57.75	
354.245	42.75	
355.038	54.75	
355.83	47.75	
356.623	48.75	
357.416	50.75	
358.209	47.75	
359.001	46.75	
359.794	48.75	
360.586	45.75	
361.378	54.75	
362.17	44.75	
362.963	43.75	
363.755	54.75	
364.546	42.75	
365.338	50.75	
366.13	52.75	
366.922	50.75	
367.713	49.75	
368.505	47.75	
369.296	49.75	
370.088	38.75	
370.879	40.75	
371.67	47.75	
372.461	49.75	
373.252	45.75	
374.043	52.75	
374.834	43.75	
375.625	50.75	
376.415	52.75	
377.206	45.75	
377.996	45.75	
378.787	53.75	
379.577	43.75	
380.367	38.75	
381.157	49.75	
381.947	48.75	
382.737	49.75	
383.527	53.75	
384.317	54.75	
385.107	47.75	
385.896	56.75	
386.686	47.75	
387.475	46.75	
388.265	45.75	
389.054	64.75	
389.843	47.75	
390.632	48.75	
391.421	47.75	
392.21	55.75	
392.999	44.75	
393.788	51.75	
394.576	54.75	
395.365	50.75	
396.154	51.75	
396.942	47.75	
397.73	47.75	
398.519	54.75	
399.307	48.75	
400.095	45.75	
400.883	55.75	
401.671	45.75	
402.459	52.75	
403.246	43.75	
404.034	47.75	
404.822	48.75	
405.609	48.75	
406.396	56.75	
407.184	44.75	
407.971	50.75	
408.758	54.75	
409.545	39.75	
410.332	52.75	
411.119	52.75	
411.906	46.75	
412.693	51.75	
413.479	53.75	
414.266	46.75	
415.052	55.75	
415.839	47.75	
416.625	49.75	
417.411	45.75	
418.197	51.75	
418.983	53.75	
419.769	53.75	
420.555	48.75	
421.341	46.75	
422.127	49.75	
422.912	48.75	
423.698	53.75	
424.483	50.75	
425.269	46.75	
426.054	42.75	
426.839	54.75	
427.624	48.75	
428.409	48.75	
429.194	46.75	
429.979	54.75	
430.764	49.75	
431.549	54.75	
432.333	53.75	
433.118	46.75	
433.902	57.75	
434.687	50.75	
435.471	53.75	
436.255	50.75	
437.039	49.75	
437.823	54.75	
438.607	55.75	
439.391	57.75	
440.175	54.75	
440.958	58.75	
441.742	56.75	
442.526	56.75	
443.309	64.75	
444.092	64.75	
444.876	66.75	
445.659	64.75	
446.442	69.75	
447.225	73.75	
448.008	85.75	
448.791	108.75	
449.573	162.75	
450.356	226.75	
451.139	324.75	
451.921	438.75	
452.704	601.75	
453.486	776.75	
454.268	1005.75	
455.05	1232.75	
455.833	1450.75	
456.615	1581.75	
457.396	1660.75	
458.178	1676.75	
458.96	1606.75	
459.742	1550.75	
460.523	1430.75	
461.305	1312.75	
462.086	1140.75	
462.868	878.75	
463.649	604.75	
464.43	357.75	
465.211	196.75	
465.992	102.75	
466.773	83.75	
467.554	63.75	
468.335	61.75	
469.115	65.75	
469.896	57.75	
470.676	52.75	
471.457	57.75	
472.237	56.75	
473.018	59.75	
473.798	54.75	
474.578	54.75	
475.358	54.75	
476.138	48.75	
476.918	48.75	
477.697	49.75	
478.477	56.75	
479.257	52.75	
480.036	47.75	
480.816	48.75	
481.595	52.75	
482.374	48.75	
483.153	53.75	
483.932	49.75	
484.711	51.75	
485.49	49.75	
486.269	47.75	
487.048	45.75	
487.827	51.75	
488.605	47.75	
489.384	51.75	
490.162	55.75	
490.941	57.75	
491.719	50.75	
492.497	48.75	
493.275	48.75	
494.053	50.75	
494.831	48.75	
495.609	48.75	
496.387	50.75	
497.164	46.75	
497.942	53.75	
498.72	52.75	
499.497	53.75	
500.274	44.75	
501.052	49.75	
501.829	53.75	
502.606	47.75	
503.383	48.75	
504.16	53.75	
504.937	48.75	
505.714	44.75	
506.49	51.75	
507.267	45.75	
508.043	52.75	
508.82	58.75	
509.596	42.75	
510.373	51.75	
511.149	45.75	
511.925	47.75	
512.701	51.75	
513.477	54.75	
514.253	51.75	
515.029	49.75	
515.804	46.75	
516.58	53.75	
517.356	47.75	
518.131	59.75	
518.906	49.75	
519.682	47.75	
520.457	48.75	
521.232	48.75	
522.007	53.75	
522.782	47.75	
523.557	48.75	
524.332	47.75	
525.107	49.75	
525.881	53.75	
526.656	42.75	
527.43	51.75	
528.205	48.75	
528.979	46.75	
529.753	48.75	
530.527	53.75	
531.302	50.75	
532.076	50.75	
532.849	46.75	
533.623	49.75	
534.397	46.75	
535.171	49.75	
535.944	52.75	
536.718	44.75	
537.491	59.75	
538.265	46.75	
539.038	47.75	
539.811	52.75	
540.584	47.75	
541.357	47.75	
542.13	58.75	
542.903	58.75	
543.676	47.75	
544.449	53.75	
545.221	50.75	
545.994	48.75	
546.766	52.75	
547.539	45.75	
548.311	48.75	
549.083	49.75	
549.855	45.75	
550.627	59.75	
551.399	53.75	
552.171	54.75	
552.943	50.75	
553.715	48.75	
554.486	48.75	
555.258	46.75	
556.029	46.75	
556.801	54.75	
557.572	46.75	
558.343	51.75	
559.114	54.75	
559.886	46.75	
560.657	43.75	
561.427	40.75	
562.198	45.75	
562.969	50.75	
563.74	47.75	
564.51	48.75	
565.281	52.75	
566.051	51.75	
566.822	49.75	
567.592	50.75	
568.362	50.75	
569.132	47.75	
569.902	58.75	
570.672	45.75	
571.442	53.75	
572.212	52.75	
572.982	48.75	
573.751	55.75	
574.521	52.75	
575.29	56.75	
576.06	53.75	
576.829	46.75	
577.598	52.75	
578.367	45.75	
579.136	48.75	
579.905	51.75	
580.674	55.75	
581.443	53.75	
582.212	44.75	
582.981	54.75	
583.749	50.75	
584.518	54.75	
585.286	56.75	
586.054	60.75	
586.823	51.75	
587.591	51.75	
588.359	60.75	
589.127	49.75	
589.895	57.75	
590.663	57.75	
591.431	50.75	
592.198	58.75	
592.966	54.75	
593.734	57.75	
594.501	49.75	
595.268	49.75	
596.036	53.75	
596.803	46.75	
597.57	50.75	
598.337	50.75	
599.104	47.75	
599.871	52.75	
600.638	54.75	
601.405	56.75	
602.171	48.75	
602.938	66.75	
603.704	45.75	
604.471	50.75	
605.237	56.75	
606.004	53.75	
606.77	54.75	
607.536	54.75	
608.302	51.75	
609.068	54.75	
609.834	49.75	
610.599	56.75	
611.365	48.75	
