380,0.4721,0.024021,0.031307,0.039461,0.078921,0.55469,0.024219,0.031307,0.039581,0.079163,0.363,0.016302,0.031307,0.035297,0.070594,0.29827,0.017501,0.031307,0.035867,0.071733,0.15507,0.010928,0.031307,0.033159,0.066319,0.22351,0.011309,0.031307,0.033287,0.066574,0.77984,0.026316,0.031307,0.040899,0.081797,0.78206,0.03562,0.031307,0.047423,0.094846,0.37488,0.016232,0.031307,0.035265,0.07053,0.72196,0.02681,0.031307,0.041218,0.082436,0.46264,0.019199,0.031307,0.036725,0.07345,0.78654,0.022225,0.031307,0.038394,0.076788,0.56838,0.021432,0.031307,0.03794,0.075881,0.41597,0.0147,0.031307,0.034586,0.069173,0.52272,0.020289,0.031307,0.037306,0.074613,0.23101,0.0092233,0.031307,0.032637,0.065275,0.71418,0.029616,0.031307,0.043095,0.086191,0.23308,0.012074,0.031307,0.033555,0.067109,0.30608,0.011565,0.031307,0.033375,0.06675,0.43469,0.014288,0.031307,0.034413,0.068827,0.63996,0.024231,0.031307,0.039589,0.079178,0.29388,0.011779,0.031307,0.033449,0.066899,0.51692,0.012843,0.031307,0.033839,0.067678,0.52141,0.024214,0.031307,0.039578,0.079157,0.81519,0.033042,0.031307,0.045518,0.091036,0.41838,0.015028,0.031307,0.034727,0.069454,0.46759,0.019119,0.031307,0.036684,0.073367,0.047035,0.0060689,0.031307,0.03189,0.06378
390,0.58423,0.0022693,0.0040904,0.0046777,0.0093554,0.57247,0.0026714,0.0040904,0.0048854,0.0097708,0.36107,0.0016023,0.0040904,0.004393,0.008786,0.38925,0.0012666,0.0040904,0.004282,0.008564,0.26287,0.0010753,0.0040904,0.0042293,0.0084587,0.32746,0.001219,0.0040904,0.0042681,0.0085363,0.81905,0.0041398,0.0040904,0.0058197,0.011639,0.78904,0.0028327,0.0040904,0.0049755,0.009951,0.60773,0.0024209,0.0040904,0.0047531,0.0095061,0.72621,0.0030961,0.0040904,0.00513,0.01026,0.52663,0.0022818,0.0040904,0.0046838,0.0093675,0.79082,0.0038541,0.0040904,0.0056201,0.01124,0.68951,0.0029508,0.0040904,0.0050436,0.010087,0.62764,0.0016665,0.0040904,0.0044168,0.0088336,0.66162,0.0031673,0.0040904,0.0051733,0.010347,0.39823,0.0018365,0.0040904,0.0044837,0.0089675,0.68212,0.0035105,0.0040904,0.0053903,0.010781,0.25751,0.0010503,0.0040904,0.0042231,0.0084461,0.37934,0.0014598,0.0040904,0.0043431,0.0086861,0.48323,0.0024881,0.0040904,0.0047876,0.0095753,0.60594,0.0025482,0.0040904,0.0048192,0.0096384,0.29994,0.0014268,0.0040904,0.0043321,0.0086642,0.54284,0.0016699,0.0040904,0.0044181,0.0088362,0.60705,0.0020596,0.0040904,0.0045797,0.0091593,0.8168,0.0036473,0.0040904,0.0054803,0.010961,0.36817,0.0015408,0.0040904,0.0043709,0.0087419,0.51571,0.0017676,0.0040904,0.0044559,0.0089119,0.026236,0.00027294,0.0040904,0.0040995,0.0081989
400,0.60574,0.0030705,0.0036878,0.0047988,0.0095975,0.46876,0.0022955,0.0036878,0.0043439,0.0086877,0.36895,0.0012365,0.0036878,0.0038896,0.0077791,0.34927,0.0016685,0.0036878,0.0040477,0.0080953,0.32129,0.0013117,0.0036878,0.0039141,0.0078282,0.2907,0.0015042,0.0036878,0.0039828,0.0079655,0.84922,0.0032783,0.0036878,0.0049343,0.0098685,0.81746,0.0039801,0.0036878,0.0054259,0.010852,0.70793,0.0035542,0.0036878,0.0051217,0.010243,0.71784,0.0034315,0.0036878,0.0050374,0.010075,0.55739,0.0022975,0.0036878,0.0043449,0.0086898,0.81099,0.0036054,0.0036878,0.0051574,0.010315,0.7516,0.0042545,0.0036878,0.0056303,0.011261,0.71648,0.0028166,0.0036878,0.0046403,0.0092807,0.72951,0.0037874,0.0036878,0.0052862,0.010572,0.47869,0.0020334,0.0036878,0.0042112,0.0084225,0.6976,0.0025724,0.0036878,0.0044963,0.0089927,0.29699,0.001468,0.0036878,0.0039692,0.0079384,0.43706,0.0026514,0.0036878,0.004542,0.0090839,0.48496,0.001665,0.0036878,0.0040462,0.0080925,0.56795,0.0027247,0.0036878,0.0045852,0.0091704,0.32012,0.0018496,0.0036878,0.0041256,0.0082513,0.47623,0.0028715,0.0036878,0.0046739,0.0093477,0.67032,0.0033803,0.0036878,0.0050026,0.010005,0.82537,0.0037007,0.0036878,0.0052245,0.010449,0.36223,0.0018933,0.0036878,0.0041454,0.0082908,0.51388,0.0021499,0.0036878,0.0042687,0.0085374,0.029821,0.00015786,0.0036878,0.0036912,0.0073823
410,0.59831,0.0039244,0.0044273,0.0059163,0.011833,0.36664,0.0019784,0.0044273,0.0048493,0.0096986,0.34764,0.0018464,0.0044273,0.0047969,0.0095939,0.283,0.0017157,0.0044273,0.0047481,0.0094963,0.31922,0.0012727,0.0044273,0.0046066,0.0092133,0.19864,0.0010949,0.0044273,0.0045607,0.0091214,0.84829,0.00474,0.0044273,0.006486,0.012972,0.80717,0.0030195,0.0044273,0.005359,0.010718,0.72132,0.0042356,0.0044273,0.0061271,0.012254,0.67868,0.0024012,0.0044273,0.0050366,0.010073,0.5283,0.0021095,0.0044273,0.0049042,0.0098084,0.8092,0.0048727,0.0044273,0.0065837,0.013167,0.76055,0.0055567,0.0044273,0.0071048,0.01421,0.70024,0.0031458,0.0044273,0.0054312,0.010862,0.7535,0.0048958,0.0044273,0.0066008,0.013202,0.46292,0.0029929,0.0044273,0.005344,0.010688,0.74944,0.004512,0.0044273,0.0063214,0.012643,0.35357,0.0022691,0.0044273,0.0049749,0.0099499,0.49419,0.0036476,0.0044273,0.0057364,0.011473,0.44455,0.0026024,0.0044273,0.0051356,0.010271,0.54047,0.003294,0.0044273,0.0055183,0.011037,0.33481,0.0018578,0.0044273,0.0048013,0.0096026,0.39681,0.0017741,0.0044273,0.0047696,0.0095392,0.70809,0.0039125,0.0044273,0.0059084,0.011817,0.83769,0.0054349,0.0044273,0.0070099,0.01402,0.3689,0.0024365,0.0044273,0.0050535,0.010107,0.49081,0.0021059,0.0044273,0.0049027,0.0098053,0.041407,0.0002247,0.0044273,0.004433,0.0088661
420,0.56305,0.0046049,0.0027102,0.0053433,0.010687,0.25654,0.0021374,0.0027102,0.0034517,0.0069033,0.30932,0.0018617,0.0027102,0.003288,0.0065761,0.20123,0.00092991,0.0027102,0.0028653,0.0057306,0.26754,0.001613,0.0027102,0.0031539,0.0063078,0.12084,0.00074103,0.0027102,0.0028097,0.0056194,0.8295,0.0042352,0.0027102,0.0050282,0.010056,0.79973,0.0059637,0.0027102,0.0065507,0.013101,0.68899,0.0057261,0.0027102,0.0063351,0.01267,0.61448,0.0048098,0.0027102,0.0055208,0.011042,0.50101,0.0026364,0.0027102,0.003781,0.007562,0.81498,0.0072312,0.0027102,0.0077224,0.015445,0.78005,0.0064689,0.0027102,0.0070137,0.014027,0.66591,0.0057146,0.0027102,0.0063247,0.012649,0.74862,0.0061846,0.0027102,0.0067523,0.013505,0.40233,0.0027145,0.0027102,0.0038358,0.0076717,0.77286,0.0060199,0.0027102,0.0066019,0.013204,0.42583,0.0025917,0.0027102,0.00375,0.0074999,0.54775,0.0041691,0.0027102,0.0049726,0.0099452,0.37471,0.0024313,0.0027102,0.0036409,0.0072819,0.4707,0.003113,0.0027102,0.0041275,0.008255,0.34458,0.0018993,0.0027102,0.0033095,0.0066189,0.30377,0.002448,0.0027102,0.0036521,0.0073042,0.72208,0.0042047,0.0027102,0.0050025,0.010005,0.83441,0.0053612,0.0027102,0.0060073,0.012015,0.38832,0.0028717,0.0027102,0.0039487,0.0078974,0.40842,0.0023555,0.0027102,0.0035908,0.0071815,0.062128,0.00048573,0.0027102,0.0027534,0.0055068
430,0.51408,0.0040732,0.0043783,0.0059801,0.01196,0.15167,0.00086589,0.0043783,0.0044631,0.0089263,0.2434,0.0015836,0.0043783,0.0046559,0.0093119,0.13759,0.00094841,0.0043783,0.0044799,0.0089598,0.19508,0.0014476,0.0043783,0.0046114,0.0092229,0.0702,0.00033734,0.0043783,0.0043913,0.0087826,0.81312,0.0054173,0.0043783,0.0069654,0.013931,0.76835,0.0061829,0.0043783,0.0075761,0.015152,0.63476,0.0041754,0.0043783,0.0060501,0.0121,0.55001,0.0039408,0.0043783,0.0058906,0.011781,0.41898,0.0037179,0.0043783,0.0057439,0.011488,0.79557,0.004109,0.0043783,0.0060044,0.012009,0.77685,0.004957,0.0043783,0.0066138,0.013228,0.60685,0.004986,0.0043783,0.0066355,0.013271,0.74867,0.0052634,0.0043783,0.0068464,0.013693,0.3291,0.0028841,0.0043783,0.0052429,0.010486,0.7773,0.0048901,0.0043783,0.0065638,0.013128,0.52662,0.0037544,0.0043783,0.0057676,0.011535,0.59265,0.0049186,0.0043783,0.006585,0.01317,0.3054,0.0022722,0.0043783,0.0049328,0.0098656,0.41647,0.0024455,0.0043783,0.005015,0.01003,0.3588,0.0027315,0.0043783,0.0051605,0.010321,0.19399,0.0016643,0.0043783,0.004684,0.009368,0.76099,0.0032789,0.0043783,0.00547,0.01094,0.82748,0.0053416,0.0043783,0.0069067,0.013813,0.42219,0.0030854,0.0043783,0.0053563,0.010713,0.33463,0.0019606,0.0043783,0.0047973,0.0095946,0.10479,0.00064053,0.0043783,0.0044249,0.0088499
440,0.45869,0.0031859,0.0035805,0.0047927,0.0095853,0.15041,0.0011876,0.0035805,0.0037723,0.0075447,0.17863,0.0010064,0.0035805,0.0037192,0.0074385,0.091427,0.00071282,0.0035805,0.0036508,0.0073015,0.1192,0.00079908,0.0035805,0.0036686,0.0073372,0.042535,0.00027167,0.0035805,0.0035908,0.0071816,0.79646,0.0052506,0.0035805,0.0063552,0.01271,0.72592,0.0041239,0.0035805,0.0054614,0.010923,0.55624,0.0021363,0.0035805,0.0041694,0.0083388,0.52854,0.0033882,0.0035805,0.0049295,0.0098589,0.31746,0.0017951,0.0035805,0.0040053,0.0080106,0.77557,0.0045256,0.0035805,0.0057707,0.011541,0.7442,0.0062017,0.0035805,0.0071611,0.014322,0.54538,0.0038392,0.0035805,0.0052497,0.010499,0.72886,0.004207,0.0035805,0.0055244,0.011049,0.2544,0.0011531,0.0035805,0.0037616,0.0075232,0.77702,0.0050987,0.0035805,0.0062303,0.012461,0.66211,0.0053099,0.0035805,0.0064043,0.012809,0.63217,0.0046395,0.0035805,0.0058604,0.011721,0.25831,0.0020378,0.0035805,0.0041198,0.0082396,0.40791,0.0024379,0.0035805,0.0043317,0.0086634,0.36189,0.0020321,0.0035805,0.004117,0.0082339,0.1897,0.0012781,0.0035805,0.0038018,0.0076036,0.76878,0.0057287,0.0035805,0.0067556,0.013511,0.80908,0.0058758,0.0035805,0.0068807,0.013761,0.51127,0.0048258,0.0035805,0.006009,0.012018,0.3293,0.001485,0.0035805,0.0038762,0.0077525,0.19893,0.0011785,0.0035805,0.0037695,0.0075389
450,0.41593,0.0030447,0.0061997,0.0069069,0.013814,0.095239,0.00093986,0.0061997,0.0062705,0.012541,0.13141,0.0010135,0.0061997,0.0062819,0.012564,0.059346,0.00038609,0.0061997,0.0062117,0.012423,0.066076,0.00055937,0.0061997,0.0062248,0.01245,0.029685,0.00016263,0.0061997,0.0062018,0.012404,0.77213,0.005276,0.0061997,0.0081407,0.016281,0.69334,0.0026287,0.0061997,0.0067339,0.013468,0.47153,0.0026842,0.0061997,0.0067558,0.013512,0.43884,0.0025714,0.0061997,0.0067118,0.013424,0.21422,0.00094487,0.0061997,0.0062712,0.012542,0.7475,0.0035394,0.0061997,0.0071389,0.014278,0.7259,0.0049851,0.0061997,0.0079553,0.015911,0.46104,0.0029428,0.0061997,0.0068626,0.013725,0.68522,0.0036772,0.0061997,0.0072082,0.014416,0.1824,0.0009191,0.0061997,0.0062674,0.012535,0.75809,0.0055971,0.0061997,0.0083524,0.016705,0.75388,0.0052047,0.0061997,0.0080947,0.016189,0.60016,0.0029415,0.0061997,0.0068621,0.013724,0.17939,0.0010756,0.0061997,0.0062923,0.012585,0.32242,0.0019981,0.0061997,0.0065137,0.013027,0.36844,0.0023876,0.0061997,0.0066435,0.013287,0.12433,0.00075862,0.0061997,0.0062459,0.012492,0.75449,0.0068512,0.0061997,0.0092398,0.01848,0.81261,0.0058265,0.0061997,0.0085079,0.017016,0.59863,0.0026603,0.0061997,0.0067463,0.013493,0.25178,0.0019842,0.0061997,0.0065094,0.013019,0.29559,0.0016227,0.0061997,0.0064085,0.012817
460,0.37689,0.0031794,0.0054333,0.0062952,0.01259,0.10365,0.00084627,0.0054333,0.0054988,0.010998,0.095237,0.00081083,0.0054333,0.0054935,0.010987,0.040379,0.00027114,0.0054333,0.0054401,0.01088,0.032444,0.00027858,0.0054333,0.0054405,0.010881,0.022124,0.00017821,0.0054333,0.0054362,0.010872,0.73997,0.0052481,0.0054333,0.0075541,0.015108,0.65353,0.0049041,0.0054333,0.0073192,0.014638,0.38649,0.0025841,0.0054333,0.0060165,0.012033,0.43887,0.0030581,0.0054333,0.0062348,0.01247,0.12293,0.00082283,0.0054333,0.0054953,0.010991,0.73279,0.004392,0.0054333,0.0069865,0.013973,0.69705,0.0053209,0.0054333,0.0076048,0.01521,0.39098,0.0027259,0.0054333,0.0060788,0.012158,0.66066,0.005147,0.0054333,0.0074841,0.014968,0.12168,0.00096978,0.0054333,0.0055192,0.011038,0.72082,0.005474,0.0054333,0.0077127,0.015425,0.74859,0.0043126,0.0054333,0.0069368,0.013874,0.54053,0.0036116,0.0054333,0.0065242,0.013048,0.16101,0.0010519,0.0054333,0.0055342,0.011068,0.39278,0.002874,0.0054333,0.0061466,0.012293,0.3793,0.0028409,0.0054333,0.0061312,0.012262,0.12493,0.00081967,0.0054333,0.0054948,0.01099,0.71991,0.0053468,0.0054333,0.007623,0.015246,0.8,0.0051593,0.0054333,0.0074926,0.014985,0.66476,0.0047734,0.0054333,0.0072323,0.014465,0.31237,0.0030623,0.0054333,0.0062369,0.012474,0.33859,0.0026198,0.0054333,0.0060319,0.012064
470,0.34996,0.0016694,0.0054429,0.0056932,0.011386,0.31318,0.0023832,0.0054429,0.0059418,0.011884,0.069531,0.00045646,0.0054429,0.005462,0.010924,0.027929,0.00020086,0.0054429,0.0054466,0.010893,0.014222,8.9418e-05,0.0054429,0.0054436,0.010887,0.016778,0.00010919,0.0054429,0.005444,0.010888,0.6927,0.0048788,0.0054429,0.0073094,0.014619,0.58352,0.0026353,0.0054429,0.0060473,0.012095,0.28742,0.0019813,0.0054429,0.0057923,0.011585,0.48552,0.0034643,0.0054429,0.0064518,0.012904,0.062015,0.00020584,0.0054429,0.0054468,0.010894,0.71057,0.0031548,0.0054429,0.0062911,0.012582,0.65241,0.0040087,0.0054429,0.0067598,0.01352,0.32529,0.0022267,0.0054429,0.0058807,0.011761,0.6063,0.0043932,0.0054429,0.0069947,0.013989,0.075638,0.00060174,0.0054429,0.0054761,0.010952,0.6995,0.0056255,0.0054429,0.0078276,0.015655,0.69078,0.0036576,0.0054429,0.0065577,0.013115,0.43172,0.0028923,0.0054429,0.0061636,0.012327,0.15047,0.00076938,0.0054429,0.005497,0.010994,0.54474,0.0041482,0.0054429,0.0068434,0.013687,0.37684,0.0026925,0.0054429,0.0060725,0.012145,0.28553,0.0012777,0.0054429,0.0055909,0.011182,0.66084,0.0037042,0.0054429,0.0065838,0.013168,0.78002,0.0047846,0.0054429,0.0072469,0.014494,0.70858,0.0050854,0.0054429,0.0074489,0.014898,0.41672,0.0025442,0.0054429,0.0060082,0.012016,0.33134,0.0023387,0.0054429,0.0059241,0.011848
