82.535,0.060413,0.060302,0.062559,0.12512,23.445,0.16682,0.16337,0.19279,0.38558,20.214,0.16245,0.22267,0.26551,0.53102
78.577,0.055426,0.060302,0.058163,0.11633,16.66,0.16601,0.16337,0.19876,0.39752,42.521,0.12881,0.22267,0.35,0.7
62.776,0.049361,0.060302,0.05552,0.11104,59.184,0.10586,0.16337,0.15131,0.30262,32.627,0.12081,0.22267,0.45986,0.91973
51.831,0.04928,0.060302,0.06003,0.12006,72.427,0.082807,0.16337,0.14554,0.29107,34.219,0.11058,0.22267,0.7005,1.401
36.337,0.041162,0.060302,0.07078,0.14156,81.054,0.06019,0.16337,0.16444,0.32888,3.8145,0.11136,0.22267,0.63825,1.2765
25.349,0.026942,0.060302,0.096103,0.19221,60.721,0.050796,0.16337,0.26071,0.52142,3.4941,0.066661,0.22267,1.0235,2.0471
79.617,0.054971,0.060302,0.057614,0.11523,32.895,0.15478,0.16337,0.18195,0.3639,-15.701,0.16991,0.22267,0.22243,0.44486
70.525,0.047357,0.060302,0.051832,0.10366,51.237,0.13783,0.16337,0.16987,0.33973,-23.749,0.14602,0.22267,0.21397,0.42794
55.684,0.041167,0.060302,0.05135,0.1027,76.353,0.092483,0.16337,0.14168,0.28336,-26.891,0.12903,0.22267,0.24353,0.48706
73.256,0.051918,0.060302,0.055565,0.11113,43.038,0.13863,0.16337,0.17107,0.34213,-2.3368,0.14711,0.22267,0.2419,0.48381
31.996,0.038673,0.060302,0.078633,0.15727,85.275,0.064157,0.16337,0.17525,0.35051,-34.887,0.12269,0.22267,0.36128,0.72255
77.255,0.051992,0.060302,0.055064,0.11013,13.279,0.16505,0.16337,0.20116,0.40233,-19.59,0.14235,0.22267,0.20233,0.40467
66.621,0.053474,0.060302,0.058252,0.1165,18.283,0.20026,0.16337,0.24375,0.48751,-34.476,0.17344,0.22267,0.22894,0.45789
44.161,0.029469,0.060302,0.052606,0.10521,56.807,0.12721,0.16337,0.20767,0.41534,-47.559,0.13657,0.22267,0.24707,0.49415
60.062,0.046022,0.060302,0.05349,0.10698,21.208,0.17162,0.16337,0.23315,0.46631,-42.584,0.15093,0.22267,0.21651,0.43302
13.604,0.015993,0.060302,0.18068,0.36135,74.417,0.09216,0.16337,0.35961,0.71921,-60.923,0.092559,0.22267,0.44252,0.88504
75.859,0.057207,0.060302,0.060183,0.12037,-0.22777,0.19405,0.16337,0.23394,0.46789,-21.424,0.17634,0.22267,0.2281,0.45621
40.108,0.042618,0.060302,0.065774,0.13155,19.788,0.24089,0.16337,0.36647,0.73294,-75.327,0.14426,0.22267,0.21921,0.43841
28.548,0.028483,0.060302,0.084424,0.16885,61.484,0.18156,0.16337,0.29396,0.58791,-82.263,0.12746,0.22267,0.24261,0.48521
12.38,0.01759,0.060302,0.1966,0.39321,59.288,0.13326,0.16337,0.43516,0.87032,-67.153,0.092663,0.22267,0.43933,0.87865
73.296,0.052741,0.060302,0.056328,0.11266,-1.9002,0.15158,0.16337,0.20638,0.41275,2.0907,0.14194,0.22267,0.24799,0.49598
67.05,0.050528,0.060302,0.055462,0.11092,-2.5695,0.15255,0.16337,0.22323,0.44647,-0.38947,0.13842,0.22267,0.26623,0.53247
62.322,0.04769,0.060302,0.054179,0.10836,15.126,0.12741,0.16337,0.20264,0.40529,15.58,0.11078,0.22267,0.34777,0.69554
56.637,0.042113,0.060302,0.051644,0.10329,25.074,0.18738,0.16337,0.25007,0.50015,-51.71,0.16805,0.22267,0.22534,0.45068
79.133,0.057028,0.060302,0.059631,0.11926,-5.6974,0.19431,0.16337,0.23196,0.46391,-21.297,0.17139,0.22267,0.21893,0.43785
59.025,0.058272,0.060302,0.064659,0.12932,-30.012,0.22845,0.16337,0.34426,0.68851,-38.137,0.1586,0.22267,0.23023,0.46046
34.956,0.036234,0.060302,0.070729,0.14146,-6.9754,0.18302,0.16337,0.50003,1.0001,-51.819,0.11094,0.22267,0.26816,0.53633
19.137,0.032356,0.060302,0.13178,0.26356,29.88,0.16401,0.16337,0.53604,1.0721,-63.362,0.09942,0.22267,0.35196,0.70391
