82.404,0.0094551,0.055833,0.012358,0.024715,23.636,0.030812,0.051268,0.05538,0.11076,20.453,0.035508,0.16294,0.12891,0.25782
78.551,0.010728,0.055833,0.013761,0.027523,16.785,0.03388,0.051268,0.061524,0.12305,43.146,0.045542,0.16294,0.19917,0.39835
62.275,0.011045,0.055833,0.016737,0.033475,59.193,0.030576,0.051268,0.066116,0.13223,32.892,0.06144,0.16294,0.27407,0.54813
51.376,0.01592,0.055833,0.023271,0.046542,72.126,0.040584,0.051268,0.08207,0.16414,34.796,0.097238,0.16294,0.43281,0.86563
35.825,0.018082,0.055833,0.033911,0.067821,80.778,0.055075,0.051268,0.12038,0.24075,4.2298,0.079279,0.16294,0.38697,0.77393
24.932,0.024586,0.055833,0.052147,0.10429,60.777,0.073705,0.051268,0.18911,0.37822,3.4847,0.10825,0.16294,0.6194,1.2388
79.282,0.0090447,0.055833,0.012403,0.024806,32.659,0.030179,0.051268,0.055704,0.11141,-15.582,0.032531,0.16294,0.090053,0.18011
70.203,0.010527,0.055833,0.014776,0.029552,50.9,0.033789,0.051268,0.061586,0.12317,-23.73,0.036849,0.16294,0.098204,0.19641
55.435,0.012317,0.055833,0.019485,0.038971,76.028,0.034884,0.051268,0.072515,0.14503,-26.742,0.03976,0.16294,0.12629,0.25258
72.664,0.010082,0.055833,0.014061,0.028121,43.237,0.030086,0.051268,0.05901,0.11802,-1.9683,0.03352,0.16294,0.1188,0.23761
31.316,0.016971,0.055833,0.038373,0.076747,85.129,0.050641,0.051268,0.13324,0.26647,-35.072,0.052114,0.16294,0.20243,0.40486
77.094,0.010219,0.055833,0.013545,0.027091,13.029,0.036259,0.051268,0.065003,0.13001,-19.446,0.034291,0.16294,0.09048,0.18096
66.445,0.011144,0.055833,0.015896,0.031792,17.714,0.040179,0.051268,0.077564,0.15513,-34.21,0.035457,0.16294,0.093464,0.18693
44.075,0.013138,0.055833,0.025068,0.050136,55.923,0.04344,0.051268,0.10328,0.20657,-47.187,0.035918,0.16294,0.12237,0.24473
59.866,0.011649,0.055833,0.017745,0.03549,20.634,0.044137,0.051268,0.088127,0.17625,-42.419,0.03565,0.16294,0.096042,0.19208
13.55,0.031014,0.055833,0.093528,0.18706,73.602,0.09696,0.051268,0.31099,0.62199,-60.269,0.057878,0.16294,0.23098,0.46197
75.592,0.010055,0.055833,0.013618,0.027236,-0.33427,0.036052,0.051268,0.069922,0.13984,-21.598,0.034505,0.16294,0.090855,0.18171
40.114,0.020233,0.055833,0.031751,0.063501,19.253,0.070591,0.051268,0.15231,0.30463,-74.962,0.044617,0.16294,0.10042,0.20084
28.372,0.027639,0.055833,0.04791,0.09582,61.282,0.09224,0.051268,0.17746,0.35492,-82.384,0.054843,0.16294,0.12089,0.24178
11.985,0.038329,0.055833,0.10559,0.21117,58.718,0.12609,0.051268,0.36207,0.72415,-66.647,0.068088,0.16294,0.22925,0.45849
72.694,0.011512,0.055833,0.015115,0.03023,-2.2717,0.038495,0.051268,0.075218,0.15044,2.6776,0.038779,0.16294,0.12737,0.25474
66.632,0.011755,0.055833,0.016295,0.03259,-2.7746,0.040998,0.051268,0.085263,0.17053,-0.69534,0.037573,0.16294,0.13859,0.27718
62.022,0.0097866,0.055833,0.015999,0.031999,14.961,0.035173,0.051268,0.08275,0.1655,16.153,0.052153,0.16294,0.2037,0.40739
56.505,0.010765,0.055833,0.018185,0.036371,25.002,0.04097,0.051268,0.090577,0.18115,-51.65,0.03382,0.16294,0.091809,0.18362
79.227,0.011916,0.055833,0.014635,0.02927,-5.956,0.042117,0.051268,0.070995,0.14199,-21.153,0.042532,0.16294,0.089626,0.17925
58.896,0.011385,0.055833,0.017841,0.035681,-30.432,0.0537,0.051268,0.12415,0.24829,-37.714,0.036124,0.16294,0.10286,0.20572
35.064,0.016877,0.055833,0.034029,0.068059,-8.3985,0.066727,0.051268,0.22029,0.44057,-50.902,0.0384,0.16294,0.14251,0.28502
19.112,0.022399,0.055833,0.06639,0.13278,29.534,0.082044,0.051268,0.29435,0.58871,-63.208,0.046429,0.16294,0.18284,0.36567
