380,0.7485,0.040203,0.080406,0.51624,0.036475,0.07295,0.39139,0.037793,0.075586,0.13779,0.032784,0.065567,0.048998,0.031945,0.06389,0.0021035,0.03184,0.063681
390,0.74054,0.010857,0.021714,0.54107,0.010595,0.02119,0.38321,0.010424,0.020847,0.1441,0.010321,0.020643,0.050383,0.010307,0.020613,0.001967,0.010303,0.020605
400,0.75344,0.0046929,0.0093858,0.55055,0.0043965,0.0087929,0.39069,0.0039084,0.0078169,0.15159,0.0032358,0.0064717,0.054061,0.0031791,0.0063581,0.0020865,0.0031707,0.0063413
410,0.75915,0.0053788,0.010758,0.56973,0.0041937,0.0083873,0.40764,0.0032272,0.0064543,0.16303,0.0020182,0.0040363,0.060689,0.0017661,0.0035322,0.0025321,0.0017369,0.0034739
420,0.76214,0.0060696,0.012139,0.56932,0.0039905,0.007981,0.42587,0.0039889,0.0079777,0.17336,0.0019648,0.0039296,0.067135,0.0015623,0.0031246,0.003043,0.0015174,0.0030349
430,0.77353,0.0055121,0.011024,0.588,0.0043185,0.008637,0.43204,0.0027753,0.0055505,0.18419,0.00154,0.0030799,0.072363,0.0010649,0.0021298,0.0037168,0.00096237,0.0019247
440,0.7666,0.0067644,0.013529,0.60295,0.0036729,0.0073458,0.44676,0.0032746,0.0065492,0.19736,0.001706,0.003412,0.077944,0.0005957,0.0011914,0.0044556,0.00051461,0.0010292
450,0.77111,0.0056762,0.011352,0.59889,0.0033572,0.0067143,0.45191,0.0034672,0.0069345,0.20145,0.0015854,0.0031707,0.08315,0.0011506,0.0023013,0.0051227,0.0010108,0.0020217
460,0.78316,0.0049673,0.0099347,0.60725,0.0038495,0.007699,0.46113,0.0037012,0.0074024,0.2073,0.0016467,0.0032934,0.088282,0.0012031,0.0024062,0.0056411,0.001092,0.002184
470,0.78146,0.0041841,0.0083683,0.61724,0.0043022,0.0086044,0.47201,0.0035104,0.0070207,0.21333,0.0016153,0.0032306,0.090756,0.00095226,0.0019045,0.0063583,0.00077259,0.0015452
480,0.78158,0.0036124,0.0072247,0.61835,0.0056214,0.011243,0.47698,0.0020726,0.0041451,0.21662,0.0016175,0.0032349,0.093957,0.001236,0.002472,0.0067387,0.00099386,0.0019877
490,0.78852,0.0055304,0.011061,0.61646,0.0046596,0.0093191,0.47562,0.0033215,0.0066431,0.225,0.0016671,0.0033343,0.096766,0.0011432,0.0022864,0.0072245,0.00077061,0.0015412
500,0.78409,0.0037752,0.0075504,0.61625,0.0028846,0.0057692,0.48265,0.0038131,0.0076261,0.22909,0.0013747,0.0027495,0.097808,0.0012343,0.0024686,0.0076889,0.0010063,0.0020127
510,0.79723,0.0048506,0.0097012,0.62314,0.0047242,0.0094483,0.49004,0.0029463,0.0058926,0.22971,0.001956,0.0039121,0.10075,0.0013615,0.0027229,0.0080717,0.0010509,0.0021018
520,0.79293,0.0047981,0.0095961,0.61732,0.0048254,0.0096508,0.48927,0.0030881,0.0061762,0.23293,0.0012912,0.0025824,0.09887,0.0011044,0.0022088,0.0081504,0.00079786,0.0015957
