0.7485,0.51624,0.39139,0.13779,0.048998,0.0021035
0.74054,0.54107,0.38321,0.1441,0.050383,0.001967
0.75344,0.55055,0.39069,0.15159,0.054061,0.0020865
0.75915,0.56973,0.40764,0.16303,0.060689,0.0025321
0.76214,0.56932,0.42587,0.17336,0.067135,0.003043
0.77353,0.588,0.43204,0.18419,0.072363,0.0037168
0.7666,0.60295,0.44676,0.19736,0.077944,0.0044556
0.77111,0.59889,0.45191,0.20145,0.08315,0.0051227
0.78316,0.60725,0.46113,0.2073,0.088282,0.0056411
0.78146,0.61724,0.47201,0.21333,0.090756,0.0063583
0.78158,0.61835,0.47698,0.21662,0.093957,0.0067387
0.78852,0.61646,0.47562,0.225,0.096766,0.0072245
0.78409,0.61625,0.48265,0.22909,0.097808,0.0076889
0.79723,0.62314,0.49004,0.22971,0.10075,0.0080717
0.79293,0.61732,0.48927,0.23293,0.09887,0.0081504
0.79386,0.62272,0.4885,0.23359,0.10034,0.0083247
0.8088,0.63024,0.49282,0.23296,0.10232,0.0085254
0.78556,0.62492,0.49315,0.23307,0.10385,0.0089856
0.79695,0.62207,0.48838,0.23701,0.10397,0.0090928
0.79534,0.61893,0.49092,0.23317,0.10474,0.0092271
0.78735,0.62239,0.49267,0.23575,0.10577,0.0093388
0.78816,0.62655,0.49765,0.24504,0.10973,0.010065
0.80486,0.63558,0.5076,0.25145,0.11325,0.010638
0.79926,0.62537,0.50332,0.24837,0.11338,0.010685
0.79317,0.6258,0.50476,0.24316,0.11154,0.010091
0.79467,0.62931,0.50245,0.23911,0.10747,0.0096185
0.79008,0.62226,0.49365,0.23344,0.10365,0.0090033
0.78414,0.61706,0.48929,0.23801,0.10226,0.0088895
0.7975,0.61579,0.49419,0.2372,0.1041,0.0092341
0.79576,0.62168,0.48871,0.23402,0.10525,0.0092882
0.78732,0.61005,0.4919,0.23639,0.10386,0.0093208
0.79627,0.6134,0.49796,0.23727,0.10501,0.009496
0.79365,0.62125,0.50438,0.24352,0.10702,0.0098305
0.8121,0.63831,0.52627,0.25507,0.11584,0.011445
0.81374,0.65557,0.54843,0.27598,0.13129,0.014375
0.83418,0.68158,0.57052,0.31181,0.15511,0.019753
0.83926,0.7039,0.59592,0.3374,0.17792,0.026743
0.84136,0.71061,0.59748,0.36198,0.20155,0.033109
0.85491,0.72487,0.61781,0.38407,0.22145,0.040341
0.86366,0.74087,0.62851,0.39977,0.23565,0.045821
0.60474,0.79964,0.2431,0.10464,0.079796,0.0086228
