-0.057981,-0.012642,0.63694,0.069357,0.00033408
0.00089426,4.6672e-05,0.5625,0.041454,-5.973e-05
0.00019724,0.0010272,0.50819,0.073087,0.00015828
0.0004224,0.0003471,0.49516,0.17799,0.00017734
-0.0003733,0.00034487,0.50568,0.34289,8.7908e-05
0.00047129,0.00068655,0.51844,0.45085,0.00033977
-1.158e-05,0.00054203,0.58937,0.48633,0.00024842
0.00047946,0.00040975,0.65645,0.46295,0.00036224
0.00033831,0.00025425,0.64999,0.40224,0.0008654
0.00039391,0.00042305,0.55713,0.32739,0.0058249
0.00058396,0.00035807,0.39011,0.24987,0.023553
0.0008685,0.00056009,0.21225,0.1597,0.076846
0.0063172,0.00065306,0.10726,0.086232,0.19983
0.088504,0.00074903,0.033907,0.034823,0.39151
0.39291,0.00096604,0.0053925,0.0087313,0.50964
0.68934,0.0010812,0.0026996,0.0016379,0.53004
0.84183,0.0010432,0.002574,0.00031054,0.47243
0.89583,0.0010693,0.0024695,0.00013164,0.38881
0.9054,0.0012936,0.0026882,0.00011832,0.28458
0.92776,0.0014422,0.0030368,8.1524e-05,0.18124
0.93048,0.0021949,0.0031181,0.00018154,0.094755
0.94043,0.075593,0.0041678,6.9376e-05,0.037013
0.91966,0.49378,0.093793,7.5983e-05,0.011346
0.91407,0.77461,0.48408,0.00013534,0.0033657
0.93108,0.8644,0.77456,0.00015707,0.0011737
0.93373,0.88173,0.87404,0.00010922,0.0004732
0.91533,0.88664,0.90734,7.0714e-05,0.00036938
0.91848,0.89577,0.91987,8.031e-05,0.00040896
0.93299,0.90557,0.92142,-2.0061e-07,0.00037995
0.94736,0.91037,0.91844,0.00022879,0.00027514
0.93635,0.91253,0.93298,0.00020436,0.00022441
0.93026,0.92155,0.92229,0.00014562,0.00034019
0.94415,0.92003,0.93025,0.0002377,0.00070964
0.95168,0.92459,0.9328,0.00059411,0.003499
0.9348,0.92302,0.93957,0.0015597,0.018269
0.93972,0.93446,0.9236,0.0072249,0.078154
0.93989,0.92157,0.93277,0.027581,0.19826
0.94595,0.93328,0.93928,0.09397,0.37204
0.94205,0.94118,0.94318,0.23226,0.54965
0.9482,0.93987,0.94783,0.40466,0.68373
-0.18653,-0.10811,0.51846,0.12345,0.0067443
