0.047677,0.042637,0.05316,0.047707,0.045249
0.0088698,0.0096782,0.014837,0.013892,0.0099399
0.004401,0.0040819,0.0044547,0.0034045,0.004133
0.0020859,0.0023724,0.0030023,0.001928,0.002157
0.0024268,0.0023574,0.002685,0.0021656,0.0023414
0.0021336,0.0020707,0.0022469,0.0019289,0.0020609
0.002114,0.0020295,0.0025619,0.0020666,0.0020875
0.0032131,0.0032015,0.0033068,0.0016487,0.0032096
0.0030757,0.0030594,0.0031571,0.0014428,0.0030876
0.0036473,0.0036265,0.003719,0.001256,0.00364
0.0031916,0.0031419,0.0032551,0.0015122,0.003161
0.0020895,0.0021237,0.0021241,0.0009101,0.0021664
0.0014395,0.0014149,0.0014658,0.00077236,0.0014632
0.0010447,0.00084589,0.00088605,0.00032353,0.0012431
0.00064214,0.00036717,0.00042531,0.00052661,0.0012587
0.0007733,0.00023394,0.00032486,0.00049728,0.0014444
0.00094499,0.00040706,0.00040563,0.00036976,0.0013476
0.0010591,0.00042738,0.00044571,0.00028861,0.00094352
0.00087954,0.00044438,0.0004289,0.00032163,0.00079303
0.00081738,0.00046647,0.00037723,0.00023281,0.00057598
0.0007418,0.00033419,0.00035214,0.00016177,0.00036492
0.00080359,0.00065854,0.00051392,0.00020514,0.00043051
0.0010388,0.00072977,0.00063534,0.00017029,0.00069516
0.0014671,0.0013913,0.0013151,0.00025902,0.0011572
0.0018489,0.0018886,0.0017897,0.00036243,0.0014529
0.0018801,0.0018735,0.0017864,0.00039456,0.0014688
0.0022171,0.0019869,0.0019022,0.00060581,0.0016053
0.0022598,0.0024765,0.0024466,0.00056439,0.0019266
0.0028707,0.0024535,0.0023362,0.00076835,0.0019242
0.0020173,0.0022921,0.0023106,0.00065964,0.0017002
0.0024755,0.0023394,0.0024748,0.00094228,0.0018462
0.0022999,0.0022928,0.0027767,0.00076354,0.0019098
0.0040641,0.0034393,0.0036142,0.00083255,0.0027783
0.0039527,0.0036682,0.0043527,0.0016748,0.0034492
0.0036607,0.0040707,0.0044089,0.0022829,0.0030388
0.0049304,0.0047387,0.0050257,0.0025079,0.0036258
0.0069292,0.00672,0.0070167,0.0055966,0.0051854
0.009779,0.0098644,0.010643,0.0055233,0.008798
0.012863,0.014418,0.011607,0.0098506,0.011752
0.018891,0.018477,0.020902,0.010217,0.017253
0.04568,0.040564,0.046625,0.038315,0.040391
