0.0065555,0.0058873,0.49573,0.22059,-0.015281
0.00079005,0.0045488,0.54347,0.10671,0.0096258
0.0041593,0.0022047,0.50424,0.093309,0.00064385
0.00046546,0.0012409,0.49614,0.18477,0.0010441
0.001254,0.00070806,0.51482,0.35247,0.00045539
0.00086751,0.00049657,0.52826,0.45753,0.00078369
0.0012228,-0.00012929,0.59185,0.48477,0.00085312
0.0010315,0.00059674,0.66217,0.46147,0.0014567
0.0010568,0.00044654,0.65217,0.41155,0.0017884
0.0026251,0.00035559,0.56843,0.34077,0.0071084
0.0031146,0.00059443,0.40126,0.25463,0.025941
0.0056601,0.00078028,0.22256,0.16689,0.073139
0.010545,0.00032584,0.10974,0.089048,0.19351
0.07768,0.00013193,0.034943,0.036163,0.38319
0.36878,0.00051386,0.0048004,0.0096201,0.51064
0.68991,0.00058502,0.0013631,0.0022526,0.53106
0.84626,0.00064505,0.00090692,0.00035655,0.48438
0.9034,0.00076733,0.0014654,0.00012127,0.39524
0.92114,0.0016217,0.001347,0.00045071,0.28888
0.92628,0.0014602,0.0010878,8.9064e-05,0.18522
0.92637,0.0029889,0.0020367,0.00020404,0.097226
0.92623,0.059015,0.003585,0.00011194,0.038324
0.92763,0.47063,0.069644,0.00011765,0.011954
0.93028,0.77555,0.46736,3.8513e-05,0.0042098
0.93155,0.85981,0.77816,0.00031437,0.001311
0.93144,0.88566,0.87851,0.00025156,0.00076662
0.93224,0.90025,0.90891,0.00061072,0.0014178
0.93735,0.90372,0.92538,0.00049132,0.001221
0.93524,0.91221,0.92659,0.0013021,0.00045754
0.93571,0.91568,0.92789,0.00070537,0.0012232
0.93356,0.91845,0.92933,0.00056072,0.0001459
0.93728,0.92115,0.93339,0.00079954,-5.5276e-05
0.93368,0.92109,0.93524,0.0010733,-0.00035022
0.94098,0.92147,0.93551,0.0015171,0.002685
0.9426,0.93359,0.93643,0.002342,0.019148
0.93968,0.9329,0.93529,0.0049315,0.075418
0.93793,0.92862,0.94485,0.021771,0.19763
0.9382,0.94102,0.92487,0.088072,0.36369
0.92842,0.93518,0.94264,0.22624,0.53159
0.90376,0.91047,0.97026,0.39508,0.64974
0.58287,0.70032,0.81923,0.35908,0.5304
